"age","ageshare","femratio","msm_rate","wsw_rate"
12,0.00064598241798029,0.781251048067746,0.000741589399264293,0.00367763708249125
13,0.00123131762976518,0.732453939720852,0.00165869537479431,0.00652098302735145
14,0.00204322537010316,0.688145679259941,0.00310307929920907,0.0102473643548058
15,0.00286188360207012,0.651841958400317,0.00500652853031662,0.0145251472823099
16,0.00378714688915969,0.623736468728426,0.00715553733934637,0.0189926413298014
17,0.00481255778602755,0.601626906567873,0.0092785047862703,0.0234498421002453
18,0.00604021490159191,0.589270639324217,0.0112786874458584,0.0274592578863494
19,0.00712192160839988,0.580367957993759,0.0129912059783453,0.0312385188891673
20,0.00865761178182357,0.574188625394128,0.0167230405451395,0.0347876533133083
21,0.00959526814689913,0.569240638767313,0.0180677864650493,0.0381880409499935
22,0.0103961277708831,0.565661525712107,0.0230746920120665,0.0413790363236049
23,0.0111146470327642,0.563057210391862,0.0242872014045364,0.0443218117858064
24,0.0114108778936627,0.560433185295279,0.0295835935952529,0.0470361329443605
25,0.0117606168965424,0.56009001387515,0.0309670425824667,0.0491423524875499
26,0.0122640818976112,0.555655774276894,0.0342131850556964,0.0513384801330579
27,0.012780098405528,0.551497692920895,0.0356177103478254,0.0530107771534824
28,0.0135632195839112,0.546013694364081,0.0397605305078106,0.0543082781005042
29,0.014025673893842,0.5415463095009,0.0414915317178471,0.0548741776331043
30,0.0142345343937861,0.537411403327833,0.0398274333436881,0.0548090256776859
31,0.0141635096645338,0.532248044363258,0.0416064627740037,0.054352196565244
32,0.0139680244131429,0.52687392960291,0.0388377673507682,0.0534754129176286
33,0.0142245862005833,0.521462264139211,0.0405523871779231,0.052270634985051
34,0.0140613097286449,0.517848322531434,0.0473489015723111,0.0506536125960106
35,0.0138415593123643,0.513383443731614,0.0493280545439963,0.0490997174676682
36,0.0140241176449272,0.511188213961629,0.0498124218283308,0.047405246564628
37,0.0142549801403554,0.508595085299373,0.0515294378411,0.0460170131834996
38,0.0149596077865907,0.505711672586729,0.0516050945721231,0.0450594160450608
39,0.0169486377722518,0.502899360101432,0.0522482526331641,0.0446577572475161
40,0.0179733962956187,0.502326983227915,0.0453181329021695,0.0448160781314787
41,0.0190346017058516,0.501944495319962,0.0445485228820803,0.0460153614562405
42,0.0204893492388599,0.503746592995747,0.0352525420218639,0.0484848664900109
43,0.0215601838042795,0.508834890164116,0.0335154204943691,0.0527423136936032
44,0.0221797902830696,0.514207514612139,0.0314243398169866,0.0602700730737183
45,0.0223522628221258,0.519268350351018,0.0292921958203569,0.0654277281033373
46,0.0226950642955081,0.519356367451923,0.0244542034008469,0.0654125415951863
47,0.0229119228035126,0.519772475058776,0.0244681430266975,0.0653408158451101
48,0.022375494574728,0.521086945960097,0.0141625880785579,0.0651149889378064
49,0.0218125503049224,0.522421484854857,0.0141886558190455,0.0648868769052298
50,0.0212782669088041,0.518557712638962,0.0151891144354438,0.0582342899894728
51,0.0207455738192667,0.519198940978291,0.0152039417398921,0.0581416040642945
52,0.0197906672277484,0.519051226089631,0.0152005225818112,0.0581629351140963
53,0.0192127691755047,0.519908310270737,0.0105815951255194,0.0580393351124845
54,0.0185094236174372,0.520675186157189,0.0105939960900049,0.0579290889657367
55,0.0179951647263313,0.512003450251831,0.0121261603411893,0.0473886310070929
56,0.0175901902528794,0.515919063493472,0.00731619863722734,0.0469846528155463
57,0.0169944366116501,0.51817197994998,0.00734641833698364,0.0467549839198521
58,0.0168147330667293,0.519773304211809,0.00736807023749329,0.0465929507291713
59,0.0167493221199088,0.520077191042946,0.00737219547807001,0.046562313978782
60,0.0162452749291245,0.508558085960792,0.00458277169232922,0.0397231518568425
61,0.016171407864368,0.508527011805098,0.00458247312667561,0.0397255027907091
62,0.0150660636969638,0.506796834840184,0.00456590866322712,0.039856855268795
63,0.0136956939353512,0.509256984563137,0.00458949681494359,0.0396703520566164
64,0.0132282264394484,0.510337837073545,0.00459993507512401,0.0395889814903716
65,0.00950019572656601,0.499898996006265,0.00199206060542996,0.0333245055522468
66,0.0125327171610143,0.503030267195423,0.00200715682491803,0.0331591076100757
67,0.0141528354058409,0.501840677788074,0.00200139932325019,0.0332217001985137
68,0.0134977424881384,0.503531545404039,0.00200959122757083,0.0331328204405255
69,0.0157326339742422,0.508075072752557,0.00203188265313365,0.0328969223766188
70,0.0150498828486032,0.494785032831594,0.00239398238942048,0.028181390993676
71,0.0166610793185399,0.500333737623668,0.00242983386213965,0.0279755502962689
72,0.0151330677651246,0.504276956404725,0.00245579976064402,0.0278320218678601
73,0.0138776771815104,0.507652714765782,0.00247835940831375,0.0277109198210928
74,0.0130556339923936,0.514573031371348,0.00252558768855329,0.0274676276146978
75,0.0117848767213332,0.499089811070299,0.00305709141646511,0.0233902381777837
76,0.0112012068463543,0.505598653424299,0.00311665826508796,0.0232331436891965
77,0.00875551950180362,0.513298014683636,0.0031891773502676,0.0230524591416038
78,0.0078634998278186,0.521543771572962,0.00326943114524364,0.0228648681466885
79,0.00774858009466867,0.531474613385313,0.00336983516627682,0.0226466682280142
80,0.00709387326070619,0.509954743754611,0.00407085558823802,0.0184779773872915
81,0.00674683559692946,0.519501015599104,0.00419866404627916,0.0183434652362338
82,0.00624179461718878,0.531236922937059,0.00436292156678733,0.0181847247245718
83,0.0055383860102381,0.5489212385053,0.00462657713137484,0.0179583459386585
84,0.00490112196235171,0.580214314077001,0.00514755911542427,0.017591574479573
85,0.00394205056877642,0.58011162072123,0.00506352142140158,0.014904659237747
86,0.00339531355851811,0.612025081734887,0.00567513595547012,0.0146304542160896
87,0.00282678274235873,0.635063797601627,0.00618315391631684,0.0144496310888306
88,0.00252649705329187,0.646967774210865,0.00647162491797101,0.0143612469481479
89,0.00224594133105218,0.659909576561736,0.00680815772357329,0.0142687750085261
90,0.00174579102784358,0.678566920950185,0.00554830231755851,0.0137844896492701
91,0.00136635283965715,0.689580759876452,0.00580194442300371,0.0136983970761753
92,0.000558416932003099,0.705665613245355,0.00620647308704757,0.0135774938741127
93,0.000402723819055667,0.716965492611218,0.00651815761540169,0.0134958015247449
94,0.000340712625216611,0.729984290131315,0.00690959678446602,0.0134048177622306
95,0.000312377651802787,0.784787359961621,0.00504245214857419,0.0160488903963371
96,0.000346187584818727,0.798290962250972,0.00541721929919925,0.0158864921357641
97,0.000243862110278576,0.807704775259585,0.00570961886352174,0.0157764911312237
98,0.000161855259612611,0.821638693571827,0.00619906975825823,0.0156182990743252
99,0.000104087356518209,0.827341641954735,0.0064221783014571,0.015555090117888
100,0.000146716152091887,0.848106040925042,0.0073760638456023,0.0153321289291936
